date,entries,Erstimpfungen 7-Tages-Schnitt
2022-06-21,59,79.14
2022-06-22,236,82.0
2022-06-23,51,82.0
2022-06-24,104,83.57
2022-06-25,62,82.29
2022-06-26,0,79.86
2022-06-27,73,80.71
2022-06-28,50,81.0
2022-06-29,219,81.0
2022-06-30,57,81.0
2022-07-01,106,80.0
2022-07-02,62,82.57
2022-07-03,0,78.86
2022-07-04,66,79.43
2022-07-05,68,78.29
2022-07-06,193,76.14
2022-07-07,61,76.14
2022-07-08,98,78.86
2022-07-09,47,82.0
2022-07-10,0,75.86
2022-07-11,85,75.71
2022-07-12,90,81.43
2022-07-13,150,80.71
2022-07-14,60,80.86
2022-07-15,138,77.43
2022-07-16,42,75.86
2022-07-17,1,73.86
2022-07-18,61,75.29
2022-07-19,79,69.86
2022-07-20,136,68.43
2022-07-21,70,68.29
2022-07-22,100,67.29
2022-07-23,32,69.29
2022-07-24,0,70.0
2022-07-25,54,68.71
2022-07-26,93,71.29
2022-07-27,141,70.43
2022-07-28,61,70.71
2022-07-29,118,63.29
2022-07-30,26,59.0
2022-07-31,2,54.43
2022-08-01,2,55.86
2022-08-02,63,53.14
2022-08-03,109,52.14
2022-08-04,71,51.86
2022-08-05,99,59.57
2022-08-06,19,60.86
2022-08-07,0,65.29
2022-08-08,56,63.0
2022-08-09,72,63.29
2022-08-10,140,61.86
2022-08-11,55,61.86
2022-08-12,101,60.57
2022-08-13,9,57.14
2022-08-14,0,58.86
2022-08-15,47,58.14
2022-08-16,48,59.43
2022-08-17,152,61.43
2022-08-18,50,61.43
2022-08-19,110,60.43
2022-08-20,23,58.57
2022-08-21,0,58.14
2022-08-22,40,58.43
2022-08-23,35,51.29
2022-08-24,149,54.0
2022-08-25,52,54.0
2022-08-26,60,54.43
2022-08-27,42,54.0
2022-08-28,0,52.43
2022-08-29,43,53.71
2022-08-30,32,54.14
2022-08-31,138,50.86
2022-09-01,61,50.86
2022-09-02,63,51.57
2022-09-03,19,50.0
2022-09-04,0,48.0
2022-09-05,48,44.71
2022-09-06,21,42.57
2022-09-07,124,44.0
2022-09-08,38,44.0
2022-09-09,48,43.71
2022-09-10,29,46.0
2022-09-11,0,40.86
2022-09-12,46,41.14
2022-09-13,37,40.86
2022-09-14,88,38.71
2022-09-15,40,38.71
2022-09-16,46,35.86
2022-09-17,14,35.0
2022-09-18,0,34.0
2022-09-19,26,31.43
2022-09-20,31,29.86
2022-09-21,81,31.29
2022-09-22,22,31.29
2022-09-23,35,31.43
2022-09-24,24,29.0
2022-09-25,0,27.43
2022-09-26,27,27.57
2022-09-27,14,27.29
2022-09-28,70,24.43
2022-09-29,23,24.43
2022-09-30,33,24.57
2022-10-01,4,26.14
2022-10-02,0,23.14
2022-10-03,28,22.86
2022-10-04,25,23.43
2022-10-05,49,24.0
2022-10-06,21,24.0
2022-10-07,37,24.0
2022-10-08,8,28.0
2022-10-09,0,31.71
2022-10-10,28,33.29
2022-10-11,53,34.0
2022-10-12,75,36.71
2022-10-13,32,36.71
2022-10-14,42,39.86
2022-10-15,27,38.71
2022-10-16,0,41.29
2022-10-17,50,41.43
2022-10-18,45,42.71
2022-10-19,93,43.43
2022-10-20,33,43.43
2022-10-21,51,43.86
2022-10-22,32,45.0
2022-10-23,0,44.86
2022-10-24,53,49.0
2022-10-25,53,50.29
2022-10-26,92,49.0
2022-10-27,62,49.0
2022-10-28,60,46.71
2022-10-29,23,43.0
2022-10-30,0,43.0
2022-10-31,37,42.43
2022-11-01,27,41.0
2022-11-02,92,39.86
2022-11-03,58,39.86
2022-11-04,50,41.43
2022-11-05,15,43.29
2022-11-06,0,41.14
2022-11-07,48,37.14
2022-11-08,40,36.43
2022-11-09,77,36.14
2022-11-10,30,36.14
2022-11-11,45,33.14
2022-11-12,13,32.71
2022-11-13,0,31.57
2022-11-14,27,31.14
2022-11-15,37,31.86
2022-11-16,69,32.43
2022-11-17,27,32.43
2022-11-18,50,32.0
2022-11-19,17,30.57
2022-11-20,0,30.0
2022-11-21,24,30.71
2022-11-22,27,28.29
2022-11-23,65,27.43
2022-11-24,32,27.43
2022-11-25,33,29.86
2022-11-26,11,29.14
2022-11-27,0,28.86
2022-11-28,41,27.14
2022-11-29,22,26.0
2022-11-30,63,26.29
2022-12-01,20,26.29
2022-12-02,25,24.29
2022-12-03,13,23.86
2022-12-04,0,22.43
2022-12-05,27,22.57
2022-12-06,19,22.29
2022-12-07,53,21.86
2022-12-08,21,21.86
2022-12-09,23,21.0
2022-12-10,10,21.43
2022-12-11,0,21.57
2022-12-12,21,22.86
2022-12-13,22,23.0
2022-12-14,54,22.14
2022-12-15,30,22.14
2022-12-16,24,21.86
2022-12-17,4,21.43
2022-12-18,0,20.57
2022-12-19,19,18.14
2022-12-20,19,17.14
2022-12-21,48,16.57
2022-12-22,13,16.57
2022-12-23,17,13.86
2022-12-24,0,12.0
2022-12-25,0,7.14
2022-12-26,0,6.43
2022-12-27,6,5.14
2022-12-28,14,5.14
2022-12-29,8,5.14
2022-12-30,8,5.43
2022-12-31,0,6.71
2023-01-01,0,10.86
2023-01-02,2,
2023-01-03,15,
2023-01-04,43,
